,sentence,sentiment_polarity,sentiment_subjectivity
390,#TrumpMurderSpree Genocide!',0.0,0.0
391, If 95% of Americans wore masks in public,0.0,0.06666666666666667
392, 1228 kes positif dicatatkan hari ini! Saya minta semua Ahli Parlimen untuk bekerja bersama dan fokus untuk bantu rakyat. No\xe2\x80\xa6',0.0,0.0
393, @lopezobrador_ Falleci\xc3\xb3 por COVID-19. Le falt\xc3\xb3 mencionarlo en sus condolencias,0.0,0.0
394,//t.co/YGHOLquLNa',0.0,0.0
395,S\xc3\xb3lo dir\xc3\xa9.. que Dios tenga m\xc3\xa1s piedad por #Venezuela .\n\n#COVID19 #24Oct',0.0,0.0
396, I spent the day reviewing data with &amp; from the White House team in the spread of COVID-19.\n\nThe late\xe2\x80\xa6',-0.05,0.05
397,//t.co/8bOKxyr3Bz Share sources &amp; spread the word,0.0,0.0
398, Me encanta este video,0.0,0.0
399,//t.co/WlhCOtUMGm',0.22727272727272727,0.5454545454545454
400, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden ht\xe2\x80\xa6',0.0,0.0
401, When you hear there\xe2\x80\x99s a Covid19 Palliatives Warehouse opened,0.0,0.0
402,//t.co/M4oLTCR21M  #BrisaBolivarianaEnVict\xe2\x80\xa6',0.0,0.0
403, What a moment.\n\nKhabib wins his first fight since his late father Abdulmanap died from complications due to COVID-19 an\xe2\x80\xa6',0.031250000000000014,0.3770833333333333
404, Donald Trump just attacked American Doctors and said they are fabricating the Covid-19 death count for money.\xe2\x80\xa6',0.0,0.0
405, \xe2\x80\x9cToday,0.0,0.0
406, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
407, 34095 (3.9% =)\xe2\x80\xa6',0.5,1.0
408, Does the WH have *another* outbreak?',0.0,0.0
409,Middle seats,0.0,0.0
410, After the Tuskegee Experiment,0.0,0.0
411, 1 STAF OPERASI MRT POSITIF COVID-19\n\n25 Oktober \xe2\x80\x93 Seorang staf operasi MRT Laluan Kajang telah disahkan positif COVID-19 &amp;\xe2\x80\xa6',0.0,0.0
412, ICYMI - Italian restaurant owners who said \xe2\x80\x98we ain\xe2\x80\x99t paying crap\xe2\x80\x99 after $10,0.0,0.0
413, did the virus personally tell you this',0.0,0.3
414, Be kind enough to share the COVID-19 palliatives with your neighbors. I no mind if the thing fit reach me here for Ogun\xf0\x9f\xa5\xba',0.3333333333333333,0.6
415, This is beautiful,0.85,1.0
416, This is beautiful,0.85,1.0
417, We're reporting 1,0.0,0.0
418, La vanidad el af\xc3\xa1n de ser admirado por lo que aparentas.\n\nSi sigues juzgando a las personas por su vestido,0.0,0.0
419, \xe2\x80\x9cToday,0.0,0.0
420, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
421,"//t.co/DrsWHMMNBS""",0.0,0.0
422,//t.co/lNrhv5YWak',0.0,0.0
423,//t.co/vgY46J7PXp',0.0,0.0
424, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
425, \xe3\x81\x8a\xe3\x81\xaf\xe6\x97\xa5\xef\xbc\x81\xe6\xa3\xae\xe5\xb7\x9d\xe6\x99\xba\xe4\xb9\x8b\xe3\x81\xab\xe3\x82\x83\xef\xbc\x81\xe4\xbb\x8a\xe6\x97\xa5\xe3\x81\xaf\xe3\x80\x8c\xe3\x83\x9c\xe3\x82\xa4\xe3\x83\x88\xe3\x83\xac\xe7\x94\xb7\xe5\xad\x90\xe3\x80\x8d\xef\xbc\x81\xe3\x80\x80\n\xe5\x86\x99\xe7\x9c\x9f\xe3\x81\xaf\xe5\xb0\x8f\xe9\x87\x8e\xe5\xa4\xa7\xe8\xbc\x94&amp;\xe2\x80\xa6\xe8\xaa\xb0\xef\xbc\x9f\xe8\xb1\x8a\xe6\xb0\xb8\xe5\x88\xa9\xe8\xa1\x8c\xe4\xbc\xbc\xe3\x81\xaa\xe4\xba\xba\xef\xbc\x9f\n#\xe3\x82\xab\xe3\x83\x8a\xe3\x82\xbf10th \xe5\xb2\xa9\xe7\x94\xb0\xe5\x85\x89\xe5\xa4\xae\xe3\x82\xb9\xe3\x82\xb4\xe3\x82\xa4\xef\xbc\x81\xe3\x81\xbf\xe3\x81\xa3\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x81\xb8\xe3\x83\x91\xe3\x83\xaf\xe3\x83\xbc\xef\xbc\x81\n&amp;\xe3\x81\x9d\xe3\x81\xae\xe3\x83\x91\xe3\x83\xaf\xe3\x83\xbc\xe3\x80\x8c\xe3\x81\x8a\xe3\x81\xbe\xe3\x81\x88\xe3\x82\x89\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xa0\xe3\x82\x8d\xef\xbc\x81\xe3\x80\x8d\xe3\x81\xb8\xef\xbc\x81COVID-19\xe3\x81\xab\xe8\xb2\xa0\xe3\x81\x91\xe3\x81\xaa\xe3\x81\x84\xef\xbc\x81\xe3\x81\x93\xe3\x81\xae\xe5\x8b\x95\xe7\x94\xbb\xe2\x98\x9f\xe8\xa6\x8b\xe3\x81\xa6\xe7\xac\x91\xe3\x81\x8a\xe3\x83\xbc\xef\xbc\x81\nhttps\xe2\x80\xa6',0.0,0.0
426, While most of the media continues to fret over COVID-19 as if there is no light at the end of the tunnel,0.15,0.6
427, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
428, Los jugadores tienen que ser conscientes que est\xc3\xa1n a 9 d\xc3\xadas de un compromiso grande y que hay una gran responsabilidad en e\xe2\x80\xa6',0.0,0.0
429," Here's the other shoe dropping on the 1994 NJ cases today.\n\nNearly 800 are over a week old meaning they're not from a rec\xe2\x80\xa6""",-0.012499999999999997,0.2875
430, [BARU TERIMA] Seorang staf operasi Mass Rapit Transit (MRT) Laluan Kajang  disahkan positif COVID-19 dan kini dikuarantin\xe2\x80\xa6',-0.75,1.0
431, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
432, 4/5 En la semana 32 y D\xc3\xada 223 tras confirmarse el primer caso de COVID-19 en el pa\xc3\xads,0.0,0.0
433, \xc2\xbfC\xc3\xb3mo reaccionaria si esta mujer les escupe en la cara con la excusa de que no cree en el Covid19 y es una Anti mascaril\xe2\x80\xa6',0.0,0.0
434,//t.\xe2\x80\xa6',0.0,0.0
435, \xe2\x80\x9cToday,0.0,0.0
436, Sekolah Izzuddin Shah dan Sekolah Raja Perempuan Taayah,0.0,0.0
437, La @Udelaruy apoya directamente la atenci\xc3\xb3n a la salud de las ciudadanas y ciudadanos,0.0,0.0
438,Thread. Holy shizz.',0.0,0.0
439, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
440, 1,0.0,0.0
441,@MeidasTouch I\xe2\x80\x99m in Australia. If we have a patient who has \xe2\x80\x9ca very bad heart\xe2\x80\x9d and they have covid 19 and die,-0.9099999999999998,0.8666666666666667
442,//t.co/0Klcpy0KpT',-0.6,0.8
443,@MuvZulia @MuvFinlandia \n#AYUDA  #URGENTE',0.0,0.0
444, Thousands of cars on the road to protest covid-19 lockdowns and measures in Canada. From Montr\xc3\xa9al to Quebec City,0.0,0.0
445, [BARU TERIMA] Seorang staf operasi Mass Rapit Transit (MRT) Laluan Kajang  disahkan positif COVID-19 dan kini dikuarantin\xe2\x80\xa6',-0.75,1.0
446,//t.co/vTevC7u2vu',0.0,0.0
447, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
448, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
449,Eu com dor de cabe\xc3\xa7a pensando que merda t\xc3\xa1 acontecendo\nFinalmente corona? Foi o vinho? Estresse?\n\n...\nS\xc3\xb3 n\xc3\xa3o bebi uma garrafa de caf\xc3\xa9',0.0,0.0
450,//t.co/rorYOw3jCu',0.0,0.0
451, 2. The under-reporting of COVID-19 cases and deaths follow a decision by Dr. Deborah Birx to privatize COVID-19 data collect\xe2\x80\xa6',0.0,0.0
452, \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb0,0.0,0.0
453, \xe2\x80\x9cToday,0.0,0.0
454, Maybe my next #COVID19 mega-thread needs to be on percent positivity as a metric...',0.0,0.0
455,@NicolsGabriel6 Sobrevalorada la corona en cualquier estado.',0.0,0.0
456, \xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x8d\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9b\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94 \n\xe0\xb8\x9d\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa8\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87',0.0,0.0
457, White House outbreak,0.0,0.0
458, On Thursday,0.0,0.0
459, But @realDonaldTrump says \xe2\x80\x9cwe\xe2\x80\x99re rounding the corner\xe2\x80\x9d boy is he out of touch with reality! #DumpTrumpDayNov3',0.0,0.0
460,@realDonaldTrump Thank you for letting me spread COVID-19 across your state as I hold my SuperSpreader rallies.   God your stupid.',-0.7999999999999999,1.0
461, Venezuela reporta 424 nuevos casos de Covid-19 en las \xc3\xbaltimas 24 horas\n#SimulacroGarantiaDePaz',0.0,0.0
462, Not only are COVID-19 cases up,0.0,1.0
463, If 95% of Americans wore masks in public,0.0,0.06666666666666667
464,US sees record 88,0.0,0.0
465, If I\xe2\x80\x99m elected president,0.0,0.0
466, \xe2\x80\x9cToday,0.0,0.0
467,@RuanVelmude vai pegar corona cara',0.0,0.0
468, \xe2\x80\x98Doctors get MORE money\xe2\x80\x99 with POSITIVE COVID-19 cases...,0.16550116550116548,0.5023310023310024
469, If 95% of Americans wore masks in public,0.0,0.06666666666666667
470,//t.co/ghuabtBjf,0.0,0.0
471, Dr. Bright warned Donald Trump in May that America would face the darkest winter in American history. Then he was fire\xe2\x80\xa6',0.35000000000000003,0.39999999999999997
472, Thank you @FacesOfCOVID I\xe2\x80\x99m late in discovering your site. Your efforts become especially important when nefarious groups i\xe2\x80\xa6',0.25,0.8
473, El senado ya es un foco de contagio de #COVID19. Hoy Joel Molina ha fallecido. Recordamos la irresponsabilidad del sena\xe2\x80\xa6',0.0,0.0
474,//t.co/BEfJlHIFEG',-0.1,0.08333333333333334
475, 1 STAF OPERASI MRT POSITIF COVID-19\n\n25 Oktober \xe2\x80\x93 Seorang staf operasi MRT Laluan Kajang telah disahkan positif COVID-19 &amp;\xe2\x80\xa6',0.0,0.0
476, 3. Birx decided to jettison the existing CDC reporting system for COVID-19 which had been developed over 15 years,0.3,0.65
477, I spent the day reviewing data with &amp; from the White House team in the spread of COVID-19.\n\nThe late\xe2\x80\xa6',-0.05,0.05
478, \xe2\x80\x9cToday,0.0,0.0
479, \xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x8d\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9b\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94 \n\xe0\xb8\x9d\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa8\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87',0.0,0.0
480, Enjoyed a change of gear recording a debate on an area I\xe2\x80\x99m passionate about - commercial dispute resolution. I tackled po\xe2\x80\xa6',0.15,0.5166666666666667
481, This is an example of why solidarity can\xe2\x80\x99t be based on race/melanin. These are Black leaders starving their own Black pe\xe2\x80\xa6',0.0888888888888889,0.6222222222222222
482, This is beautiful,0.85,1.0
483, La vanidad el af\xc3\xa1n de ser admirado por lo que aparentas.\n\nSi sigues juzgando a las personas por su vestido,0.0,0.0
484,//t.co/WlhCOtUMGm',0.22727272727272727,0.5454545454545454
485,\n\xe2\x96\xaa\xef\xb8\x8fDe persona a persona.\n\xe2\x96\xaa\xef\xb8\x8fA trav\xc3\xa9s de personas infectadas.\n\xe2\x96\xaa\xef\xb8\x8fAl tocar objetos\xe2\x80\xa6',0.0,0.0
486,Where has that fly gone?',0.8,0.9
487, @JoeBiden He is #UnfitForOffice! \nMore people are dying because of his neglect. \nHe is failing Americans daily. \nHis r\xe2\x80\xa6',0.0,0.0
488, \xf0\x9f\x93\xa2 \xf0\x9f\x87\xbb\xf0\x9f\x87\xaa #TESTIMONIO \nPedro N\xc3\xba\xc3\xb1ez comparte su reflexi\xc3\xb3n despu\xc3\xa9s de recuperarse del covid-19 gracias a la atenci\xc3\xb3n de nuestros m\xe2\x80\xa6',0.0,0.0
489, Les gilets jaunes n'\xc3\xa9tant plus assez nombreux pour que \xc3\xa7a vaille le coup de les \xc3\xa9borgner,0.0,0.0
490, Buat pertama kalinya case covid 1K+ for Malaysia. Seriously,-0.3333333333333333,0.6666666666666666
491, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
492,//t.co/2gFeYoom9K',-0.25,1.0
493,#KLCeria',0.0,0.0
494,//t.co/YyvWV8t9S3',0.0,0.0
495, 2 lagi sekolah ditutup di Perak\n\nSMK Abu Bakar Al-Baqir di Bagan Serai dan SMK Pekan Baru di Parit Buntar ditutup\xe2\x80\xa6',0.0,0.0
496,\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x8a.\xe2\x80\x8c...\xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb3\xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\x98\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa5\x80.\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x80\xe0\xa4\xb2 \xe0\xa4\x97\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa4\x97\xe0\xa4\xb0\xe0\xa5\x80\xe0\xa4\xac,0.0,0.0
497, Does the WH have *another* outbreak?',0.0,0.0
498, @1mimi4ever @ErinSchatzi17 My friend recovered from having COVID19 was tested negative and was heading back to work the nex\xe2\x80\xa6',-0.15,0.2
499,I feel AMAZING! It\xe2\x80\x99s bitter sweet to have to rebuild my endurance,0.3333333333333333,0.6833333333333332
500,Or Even Feeling Bad',-0.6999999999999998,0.6666666666666666
501, 6,0.0,0.0
502,//t.co/0xMynFLSmz',0.2325,0.41
503, Says the people who have full taxpayer funded healthcare.',0.35,0.55
504,//t.co/KKWEg7oK4O via @usatoday',0.0,0.0
505, Risco de pegar covid-19 em avi\xc3\xb5es \xc3\xa9 'muito baixo',0.0,0.0
506,//t.co/ktvPBwLoGB',0.0,0.3
507, For those who have tested positive for COVID-19,0.22727272727272727,0.5454545454545454
508, \xe2\x80\x9cToday,0.0,0.0
509, This is beautiful,0.85,1.0
510, @ErinSchatzi17 This is why,0.0,0.0
511, Blue Hour,0.0,0.1
512, \xe2\x80\x9cToday,0.0,0.0
513, @tbgstephen If we had an honest media they would report this and the fact the CDC came out and said that approximately 6% o\xe2\x80\xa6',0.09999999999999998,0.75
514, United States #COVID19 cases have leapt to 85,0.0,0.0
515, \xe2\x80\x9cToday,0.0,0.0
516, \xe2\x80\x9cToday,0.0,0.0
517, 3. Birx decided to jettison the existing CDC reporting system for COVID-19 which had been developed over 15 years,0.3,0.65
518,#MoscowMitch',0.0,0.0
519,"b""@nikestore @KDTrey5 hi I'm from medellin colombia. I measure 1.85 cms. My shoe size is 44. You can give me clothes",0.0,0.0
520,@GaryPeters For all Michiganders,0.0,0.0
521,CORONA V\xc3\x8dRUS PQP CARA',0.0,0.0
522, 2. The under-reporting of COVID-19 cases and deaths follow a decision by Dr. Deborah Birx to privatize COVID-19 data collect\xe2\x80\xa6',0.0,0.0
523,//t.co/cMu4OEKgtc',0.0,0.05
524, This is beautiful,0.85,1.0
525,"b""For Pete's sake (and everyone else's)",0.0,0.0
526,//t.co/JqHeQoIrLN',-0.03636363636363636,0.4727272727272727
527,oh absolutely',0.2,0.9
528, Nigerian Politicians hiding Covid-19 palliatives...\n\nAnd paying thugs N500 to kill #EndSARS  protesters is everything you\xe2\x80\xa6',0.0,0.0
529,An interesting thread',0.5,0.5
530, Ma\xc3\xb1ana cuando asistas al #SimulacroGarant\xc3\xadaDePaz\nNo olvides llevar tu cedula de identidad laminada y tu tapabocas\nCuidarte\xe2\x80\xa6',0.0,0.0
531, On Thursday,0.0,0.0
532, El FMI ha advertido de que los pa\xc3\xadses de Am\xc3\xa9rica Latina y el Caribe tendr\xc3\xa1n que hacer frente al sobreendeudamiento de las\xe2\x80\xa6',0.0,0.0
533,//t.co/CVzGQIJ9yV',0.0,0.0
534, \xe2\x80\x9cToday,0.0,0.0
535, This has been the case since March.',0.0,0.0
536, \xe0\xb8\x95\xe0\xb8\xb3\xe0\xb8\xa3\xe0\xb8\xa7\xe0\xb8\x88\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xa5\xe0\xb8\xb2\xe0\xb8\x88\xe0\xb8\xa5\xe0\xb9\x82\xe0\xb8\x9b\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c\xe0\xb8\xa2\xe0\xb8\xb4\xe0\xb8\x87\xe0\xb9\x81\xe0\xb8\x81\xe0\xb9\x8a\xe0\xb8\xaa\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xb3\xe0\xb8\x95\xe0\xb8\xb2\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\xb0\xe0\xb8\x9e\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x80\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xa2\xe0\xb9\x8c\xe0\xb8\x9e\xe0\xb8\xa3\xe0\xb8\xb4\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb8\xaa\xe0\xb8\xa5\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x8a\xe0\xb8\xb8\xe0\xb8\xa1\xe0\xb8\x99\xe0\xb8\xb8\xe0\xb8\xa1\xe0\xb8\x9c\xe0\xb8\xb9\xe0\xb9\x89\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x97\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\x87\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x95\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\x9a\xe0\xb8\x84\xe0\xb8\xb8\xe0\xb8\xa1\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x9a\xe0\xb8\xb2\xe0\xb8\x94\xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87 #\xe0\xb9\x82\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xb4\xe0\xb8\x9419 \xe0\xb8\x82\xe0\xb8\x93\xe0\xb8\xb0\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe2\x80\xa6',0.0,0.0
537,//t.co/WlhCOtUMGm',0.22727272727272727,0.5454545454545454
538, \xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x8d\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9b\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94 \n\xe0\xb8\x9d\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa8\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87',0.0,0.0
539, \xe2\x80\x9cToday,0.0,0.0
540,//t.co/a04Q7CtPGK',0.0,0.0
541, Exactly! RaTG13 \xf0\x9f\xa6\x87 coronavirus is totally FABRICATED by Prof. Zheng-Li Shi and others,0.15625,0.5
542, Seg\xc3\xban @lopezobrador_ las energ\xc3\xadas limpias son \xe2\x80\x9cun sofisma\xe2\x80\x9d. Pr\xc3\xb3ximamente las cirug\xc3\xadas a coraz\xc3\xb3n abierto ser\xc3\xa1n con cuchi\xe2\x80\xa6',0.0,0.0
